check_id,check_syntax,description
216,invalid_count({column_name}) = {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a standard credit card numbers."
217,invalid_count({column_name}) < {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a standard credit card numbers."
218,invalid_count({column_name}) > {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard credit card numbers."
219,invalid_count({column_name}) <= {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard credit card numbers."
220,invalid_count({column_name}) >= {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard credit card numbers."
221,invalid_count({column_name}) != {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard credit card numbers."
222,invalid_count({column_name}) <> {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard credit card numbers."
223,invalid_count({column_name}) between {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard credit card numbers."
224,invalid_count({column_name}) not between {threshold}:\n  - valid format: credit card number,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard credit card numbers."
225,invalid_count({column_name}) = {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
226,invalid_count({column_name}) < {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
227,invalid_count({column_name}) > {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
228,invalid_count({column_name}) <= {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
229,invalid_count({column_name}) >= {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
230,invalid_count({column_name}) != {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
231,invalid_count({column_name}) <> {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
232,invalid_count({column_name}) between {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
233,invalid_count({column_name}) not between {threshold}:\n  - valid format: date eu,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
234,invalid_count({column_name}) = {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
235,invalid_count({column_name}) < {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
236,invalid_count({column_name}) > {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
237,invalid_count({column_name}) <= {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
238,invalid_count({column_name}) >= {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
239,invalid_count({column_name}) != {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
240,invalid_count({column_name}) <> {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
241,invalid_count({column_name}) between {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
242,invalid_count({column_name}) not between {threshold}:\n  - valid format: date inverse,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
243,invalid_count({column_name}) = {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
244,invalid_count({column_name}) < {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
245,invalid_count({column_name}) > {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
246,invalid_count({column_name}) <= {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
247,invalid_count({column_name}) >= {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
248,invalid_count({column_name}) != {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
249,invalid_count({column_name}) <> {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
250,invalid_count({column_name}) between {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
251,invalid_count({column_name}) not between {threshold}:\n  - valid format: date iso 8601,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
252,invalid_count({column_name}) = {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
253,invalid_count({column_name}) < {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
254,invalid_count({column_name}) > {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
255,invalid_count({column_name}) <= {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
256,invalid_count({column_name}) >= {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
257,invalid_count({column_name}) != {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
258,invalid_count({column_name}) <> {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
259,invalid_count({column_name}) between {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
260,invalid_count({column_name}) not between {threshold}:\n  - valid format: date us,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
261,invalid_count({column_name}) = {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
262,invalid_count({column_name}) < {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
263,invalid_count({column_name}) > {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
264,invalid_count({column_name}) <= {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
265,invalid_count({column_name}) >= {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
266,invalid_count({column_name}) != {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
267,invalid_count({column_name}) <> {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
268,invalid_count({column_name}) between {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
269,invalid_count({column_name}) not between {threshold}:\n  - valid format: decimal,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a number that uses a comma (,) or period (.) as a decimal indicator."
270,invalid_count({column_name}) = {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
271,invalid_count({column_name}) < {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
272,invalid_count({column_name}) > {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
273,invalid_count({column_name}) <= {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
274,invalid_count({column_name}) >= {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
275,invalid_count({column_name}) != {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
276,invalid_count({column_name}) <> {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
277,invalid_count({column_name}) between {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
278,invalid_count({column_name}) not between {threshold}:\n  - valid format: decimal comma,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a number that uses  uses comma (,) as decimal indicator."
279,invalid_count({column_name}) = {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
280,invalid_count({column_name}) < {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
281,invalid_count({column_name}) > {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
282,invalid_count({column_name}) <= {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
283,invalid_count({column_name}) >= {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
284,invalid_count({column_name}) != {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
285,invalid_count({column_name}) <> {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
286,invalid_count({column_name}) between {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
287,invalid_count({column_name}) not between {threshold}:\n  - valid format: decimal point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a number that uses period (.) as decimal indicator."
288,invalid_count({column_name}) = {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is an standard email: name@domain.extension"
289,invalid_count({column_name}) < {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is an standard email: name@domain.extension"
290,invalid_count({column_name}) > {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is an standard email: name@domain.extension"
291,invalid_count({column_name}) <= {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is an standard email: name@domain.extension"
292,invalid_count({column_name}) >= {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is an standard email: name@domain.extension"
293,invalid_count({column_name}) != {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is an standard email: name@domain.extension"
294,invalid_count({column_name}) <> {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is an standard email: name@domain.extension"
295,invalid_count({column_name}) between {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is an standard email: name@domain.extension"
296,invalid_count({column_name}) not between {threshold}:\n  - valid format: email,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is an standard email: name@domain.extension"
297,invalid_count({column_name}) = {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is an integer"
298,invalid_count({column_name}) < {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is an integer"
299,invalid_count({column_name}) > {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is an integer"
300,invalid_count({column_name}) <= {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is an integer"
301,invalid_count({column_name}) >= {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is an integer"
302,invalid_count({column_name}) != {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is an integer"
303,invalid_count({column_name}) <> {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is an integer"
304,invalid_count({column_name}) between {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is an integer"
305,invalid_count({column_name}) not between {threshold}:\n  - valid format: integer,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is an integer"
306,invalid_count({column_name}) = {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
307,invalid_count({column_name}) < {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
308,invalid_count({column_name}) > {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
309,invalid_count({column_name}) <= {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
310,invalid_count({column_name}) >= {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
311,invalid_count({column_name}) != {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
312,invalid_count({column_name}) <> {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
313,invalid_count({column_name}) between {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
314,invalid_count({column_name}) not between {threshold}:\n  - valid format: ip address,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard IP address: four integers separated by period (.)"
315,invalid_count({column_name}) = {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
316,invalid_count({column_name}) < {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
317,invalid_count({column_name}) > {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
318,invalid_count({column_name}) <= {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
319,invalid_count({column_name}) >= {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
320,invalid_count({column_name}) != {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
321,invalid_count({column_name}) <> {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
322,invalid_count({column_name}) between {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
323,invalid_count({column_name}) not between {threshold}:\n  - valid format: ipv4 address,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard ipv4 address: four whole numbers separated by period (.)"
324,invalid_count({column_name}) = {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
325,invalid_count({column_name}) < {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
326,invalid_count({column_name}) > {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
327,invalid_count({column_name}) <= {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
328,invalid_count({column_name}) >= {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
329,invalid_count({column_name}) != {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
330,invalid_count({column_name}) <> {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
331,invalid_count({column_name}) between {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
332,invalid_count({column_name}) not between {threshold}:\n  - valid format: ipv6 address,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard ipv6 address: eight values separated by colons (:)"
333,invalid_count({column_name}) = {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
334,invalid_count({column_name}) < {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
335,invalid_count({column_name}) > {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
336,invalid_count({column_name}) <= {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
337,invalid_count({column_name}) >= {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
338,invalid_count({column_name}) != {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
339,invalid_count({column_name}) <> {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
340,invalid_count({column_name}) between {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
341,invalid_count({column_name}) not between {threshold}:\n  - valid format: money,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point or comma + currency abbreviation."
342,invalid_count({column_name}) = {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
343,invalid_count({column_name}) < {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
344,invalid_count({column_name}) > {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
345,invalid_count({column_name}) <= {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
346,invalid_count({column_name}) >= {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
347,invalid_count({column_name}) != {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
348,invalid_count({column_name}) <> {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
349,invalid_count({column_name}) between {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
350,invalid_count({column_name}) not between {threshold}:\n  - valid format: money comma,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal comma + currency abbreviation."
351,invalid_count({column_name}) = {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
352,invalid_count({column_name}) < {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
353,invalid_count({column_name}) > {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
354,invalid_count({column_name}) <= {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
355,invalid_count({column_name}) >= {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
356,invalid_count({column_name}) != {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
357,invalid_count({column_name}) <> {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
358,invalid_count({column_name}) between {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
359,invalid_count({column_name}) not between {threshold}:\n  - valid format: money point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a money pattern with currency symbol + decimal point + currency abbreviation."
360,invalid_count({column_name}) = {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
361,invalid_count({column_name}) < {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
362,invalid_count({column_name}) > {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
363,invalid_count({column_name}) <= {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
364,invalid_count({column_name}) >= {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
365,invalid_count({column_name}) != {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
366,invalid_count({column_name}) <> {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
367,invalid_count({column_name}) between {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
368,invalid_count({column_name}) not between {threshold}:\n  - valid format: negative decimal,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a negative number that uses a comma (,) or period (.) as a decimal indicator."
369,invalid_count({column_name}) = {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
370,invalid_count({column_name}) < {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
